FAUNA – ЖИВОТIЊЕ,,,,
CHORDATA – ХОРДАТА,,,,
MAMMALIA – СИСАРИ,,,,
"",,"Quercus robur L  subsp  pedunculiflora (KKoch) Menitsky",Степски лужњак,
GENTIANALES,Apocynaceae,Vinca herbacea Waldst  et Kit,,*
Gentianaceae,"CentauriumerythraeaRafinsubsperythraea","Кичица, китица, трава од гроз-нице",****,
"",Gentiana asclepiadea L  subsp  asclepiadea,"Свећица, сириштара,",****,
"",Gentiana cruciata L  subsp  cruciata,"Прострел,крстасталинцура,прострео",****,
"",Gentiana lutea agg L,"Балканскалинцура,жуталин-цура",4-V,
"","GentianapneumonantheLsubsppneumonanthe",Мала свећица,,
"",Gentiana punctata L,,,
"",Gentianella albanica (Jáv ) J  Holub,,,
"",Gentianella ciliata (L ) Borkh  subsp  ciliata,,,
Rubiaceae,"Asperulapurpurea(L )Ehrendsubspapiculata (Sibth  & Sm ) Ehrend",,,
"",Asperula scutellaris Vis,,,
"",Crucianella graeca Boiss,,,
"",Galium boreale L  subsp  boreale,,,
"",Galium divaricatum Pourret ex Lam,,,
"",Galium firmum Tausch,,,
"",Galium flavescens Borbás,,,
"",Galium laconicum Boiss  & Heldr,,,
"",Galium mirum Rech  fil,,,
"",Galium odoratum (L ) Scop,"Лазаркиња, броћаница,",****,
"",Galium pseudaristatum Schur,,,
"",Galium rubioides L  subsp  rubioides,,,
"",Galium verticillatum Danth,,,
"",Galium volhynicum Pobed,,,
"Euphorbiaceae(млечике)",Euphorbia carniolica Jacq,,,
"",Euphorbia lingulata Heuffel,,,
"",Euphorbia pancicii G  Beck,,,
"",Euphorbia serpentini Novak,,,
"",Euphorbia subhastata Vis  & Pančić,,,
Geraniaceae,"ErodiumhoefftianumC  AMeyersubsphoefftianum",,,
"",Geranium caeruleatum Schur,,,
"",Geranium macrorrhizum L,,,
"",Geranium nodosum L,,,
"","GeraniumrobertianumLsubsprobertianum","Живатрава,пастирскаиглица,иглица",****,
"",Geranium subcaulescens L’Hér  ex DC,,,
"",Geranium versicolor L,,,
Linaceae,Linum corymbulosum Reichenb,,,
Linum extraaxillare Kit,,,,
Linum trigynum L,Француски лан,,,
"LinumnervosumWaldst&Kitsubspnervosum",,,,
"LinumtauricumWilldsubspserbicum(Podp ) Petrova",,,,
GRAMINALES,Poaceae,Agropyron cristatum,(L ),Gaertner,subsp,,,,,
"",(траве),pectinatum (Bieb ) Tzvelev,,,,,,,,
"",,Beckmannia eruciformis,(L ),Host,subsp.,,,,,
"",,eruciformis,,,,,,,,
"",,Crypsis aculeata (L ) Aiton,,,,,,,,
"",,Crypsis schoenoides (L ) Lam,,,,,,,,
"",,Micropyrum tenellum (L ) Link,,,,,,,,
"",,Pholiurus pannonicus (Host) Trin,,,,,,,,
"",,Secale sylvestre Host,,,,,,,,
"",,Sesleria serbica (Adamović) Ujhelyi,,,,,,,,
"",,Sesleria tenerrima (Fritsch) Hayek,,,,,,,,
"",,Stipa novakii Martinovský,,,,,,,,
"",,Trisetum sibiricum Rupr  subsp  sibiricum,,,,,,,,
GUTTIFERALES,Hypericaceae,Hypericum androsaemum L,,,,,Крвавац,,,
"",(Guttiferae),Hypericum barbatum Jacq,,,,,"Трепљасти кантарион,",пљуска-,,****
"",,,,,,,вица трепљаста,,,
"",,Hypericum elegans Stephan ex Willd,,,,,,,,
"",,Hypericum maculatum Crantz,,,,,Планински кантарион,,,****
"",,Hypericum perforatum L,,,,,"Кантарион, богородичина трава,",,,****
"",,,,,,,крвавац,,,
"",,Hypericum rochelii Griseb  & Schenk,,,,,,,,
"",,Hypericum rumelicum,,Boiss,subsp,,"Румелијски кантарион,",изда-,,****
"",,rumelicum,,,,,шљивица,,,
HELOBIAE,Hydrocharitaceae,Stratiotes aloides L,,,,,Тестерица,,,
"",Potamogetonaceae,Potamogeton x zizii Koch ex Roth,,,,,,,,*
"",,Potamogeton acutifolius Link,,,,,,,,*
"",,Potamogeton nodosus Poiret,,,,,,,,*
"",,Potamogeton obtusifolius Mert  & Koch,,,,,,,,*
"",,Potamogeton pusillus L  subsp  pusillus,,,,,,,,*
"",,Potamogeton trichoides Cham  & Schlecht,,,,,,,,*
"",Zannichelliaceae,Zannichellia palustris L,,,,,,,,
LAMIALES,Lamiaceae,Sideritis montana,,,,,,,,
LILIIFLORAE,Amaryllidaceae,Galanthus elwesii Hooker fil  subsp  elwesii,,,,,,,,3-II
"",,Galanthus nivalis L  subsp  nivalis,,,,,Висибаба,,,3-II; 4-V
"",,Leucorum aestivum L  subsp  aestivum,,,,,,,,
"",,Leucorum vernum L,,,,,,,,
"",,Narcissus radiiflorus Salisb,,,,,"Нарцис, суноврат",,,"1-I, Рез  6"
"",,Sternbergia colchiciflora Waldst  & Kit,,,,,Бабалушка,,,3-II
"",Iridaceae,Crocus alexandri Ničić ex Velen,,,,,,,,
"",(ириси),,,,,,,,,
"",,Crocus kosaninii Pulević,,,,,,,,
"",,Crocus scardicus Košanin,,,,,,,,
"",,Crocus weldenii Hoppe & Fürnrohr,,,,,,,,
"",,Iris pseudoacorus L,,,,,"Барска перуница, жута перуни-",,,****
"",,,,,,,"ка, дивља перуника",,,
"",,Iris pumila L  subsp  pumila,,,,,Патуљаста перуника,,,
"",Liliaceaae,Allium angulosum L,,,,,,,,
"",(љиљани),,,,,,,,,
"",,Allium flavescens Besser,,,,,,,,
"",,Allium atropurpureum Waldst  & Kit,,,,,Пурпурноцрни лук,,,
"",,Allium melanantherum Pančić,,,,,,,,
"",,Allium lusitanicum Lam,,,,,,,,
"",,Allium ursinum L,subsp,ucrainicum,,,"Сремуш, медвеђи лук, цремош",,,****
"",,Kleopow & Oxner,,,,,,,,
"",,Allium victorialis L,,,,,,,,
"",,Asphodeline liburnica (Scop ) Reichenb,,,,,,,,
"",,Colchicum autumnale L,,,,,Јесењи мразовац,,,
"",,Colchicum hungaricum Janka,,,,,,,,
"",,Fritillaria montana Hoppe,,,,,"Дегенова кошутица, Дегенова",,,"1-I, Рез  6"
"",,,,,,,коцкавица,,,
"",,Fritillaria meleagris L  subsp  meleagris,,,,,Кошутица,,,
"",,Gagea bohemica (Zauschner),,Schultes,&,,,,,
"",,Schultes fil  subsp  bohemica,,,,,,,,
"",,Gagea pusilla (F  W  Schmidt) Schultes &,,,,,,,,
"",,Schultes fil  subsp. pusilla,,,,,,,,
"",,Lilium carniolicum Bernh  ex Koch subsp,,,,,,,,
"",,albanicum (Griseb ) Hayek,,,,,,,,
"",,Lilium martagon L,,,,,Шумски љиљан,,,
"",,Maianthemum bifolium (L ) F  W  Schmidt,,,,,,,,
"",,Narthecium scardicum Košanin,,
"",,Ornithogalum boucheanum Ascherson,,
"",,Ornithogalum montanum Cyr,,
"",,Ornithogalum sibthorpii W  Greuter,,
"",,Ruscus aculeatus L,"Веприна, кострика, шимширика",****; 4-V
"",,Ruscus hypoglossum L,"Језичастакострика,веприна,непричац",****
"",,Veratrum nigrum L,"Црна чемерика, kинавка",****
MALVALES,"Malvaceae(слезови)",Althaea officinalis L,"Бели слез, питоми слез, слезо-вина",****
"",Tiliaceae,Tilia cordata Miller subsp  cordata,"Ситнолисна липа, зимска липа,липолист",****
"",,Tilia rubra DC  subsp  rubra,Кавкаска липа,
"",,Tilia tomentosa Moench,"Бела липа, сребрна липа, сребр-наста липа",****
MICROSPERMAE,"Orchidaceae(орхидеје)","Anacamptispyramidalis(L )L C MRichard",,3-II; 4-II/IV
"",,Cephalanthera damasonium (Miller) Druce,,3-II
"",,Cephalanthera longifolia (L ) Fritsch,Заврата бела,3-II
"",,Cephalanthera rubra (L ) L  C  M  Richard,Заврата црвена,3-II
"",,Dactylorhiza latifolia (L ) Soó,,3-II
"",,Dactylorhiza romana (Sebast  & Mauri) Soó,,3-II
"",,Dactylorhiza x serbica (Fleischm ) Soó,,3-II
"",,"Epipactishelleborine(L )Crantzsubsphelleborine",Калужђарка,3-II
"",,"Gymnadeniaconopsea(L )RBrsubspconopsea",Врањак,3-II
"",,"Gymnadeniaodoratissima(L )LCMRichard subsp  odoratissima",Миришљави врањак,3-II
"",,Limodorum abortivum (L ) Schwarz,,3-II
"",,Listera ovata (L ) R  Br,"Чопотац, дволист, милогледче",3-II
"",,Neottia nidus­avis (L ) L  C  M  Richard,"Гнездовица, самоједа",3-II
"",,Orchis morio L,Салеп,3-II
"",,Orchis purpurea Hudson,Каћунак пурпурни,3-II
"",,Orchis simia Lam,Каћунак мали,3-II
"",,Orchis tridentata Scop,Каћунак мали,3-II
"",,"Platanthera bifolia (L ) L  C  M  Richardsubsp  bifolia",Вимењак,3-II
MYRTALES,Lythraceae,Lythrum tribracteatum Salzm  & Sprengel,,
"",,Peplis portula L,,
"",Onagraceae,Epilobium anagallidifolium Lam,,
"",,Epilobium gemmascens C  A  Meyer,,
"",,Epilobium hirsutum L,"Длакави ноћурак, руњави ноћу-рак",****
"",,Epilobium montanum L,Свиловина,****
"",,Epilobium parviflorum Schreber,"Врбовка, ноћура",****
"",Trapaceae,Trapa natans L,Водени орашак,1-I
PLANTAGINALES,Plantaginaceae,Plantago gentianoides Sibth  & Sm,,
"",,Plantago reniformis G  Beck,,
"",,Plantago tenuiflora Waldst  & Kit,,
PLUMBAGINALES,Plumbaginaceae,"Limoniumgmelinii(Willd )OKuntzesubsp  gmelinii",,
POLYGONALES,Polygonaceae,Rumex balcanicus Rech  fil,,
"",,"RumexthyrsiflorusFingerhsubspthyrsiflorus",,
"",,"BistortaofficinalisDelarbresubspofficinalis",Желудњак,****
PRIMULALES,Primulaceae,Androsace maxima L  subsp  maxima,Мужица,
"Cyclamen hederifolium subsp  hederifoliumAiton",Вилина косица,3-II,,
"Cyclamenpurpurascenssubsppurpurascens Miller",Циклама,3-II,,
Primula elatior (L ) Hill,"Јаглика, јаглац, јагорчевина",****,,
Primula minima L,,,,
Primula veris L,"Јагорчика, крстаста, јаглика",****,,
Primula acaulis (L ) Hill subsp  acaulis,"Јагорчевина, јагорчина, јаглич",****,,
Soldanella chysosticta Kress,,,,
"AconitumburnatiiGayersubsppentheri(Hayek) Jalas",,,,
"AconitumlycoctonumLsubspvulparia(Reichenb ) Nyman","Вучји корен, отровни жутац, цр-вљивача",,,
"",,"AconitumtoxicumReichenbsubspbosniacum (G  Beck) Niketić",,
"",,Anemone narcissifolia L  subsp  narcissifolia,,
"",,Aquilegia blecicii Podobnik,,
"",,Helleborus serbicus Adamović,,
"",,Hepatica nobilis Schreber,Крстати копривњак,****
"",,"Pulsatillapratensis(L )Millersubsphungarica Soó",Ливадска саса,Рез  6 нова; 4-II/IV
"",,Ranunculus concinnatus Schott,,
"",,Ranunculus flammula L  subsp  flammula,,
"",,Ranunculus fontanus C  Presl,,1-I
"",,Ranunculus neapolitanus Ten,,
"",,Ranunculus rumelicus Griseb,,
"",,Ranunculus serbicus Vis,,
"",,"Trollius europaeus L  subsp  transsilvanicus(Schur) Domin",,
RHAMNALES,Rhamnaceae,Frangula dodonei Ard  subsp  dodonei,"Крушина, пасјаковина, кркавина",****
"",,Frangula rupestris (Scop ) Schur,,
"",,Rhamnus orbiculata Bornm,,
RHOEDALES,"Brassicaceae (Cruciferae)(крсташице)","AlyssummarkgrafiiOESchulzexMarkgraf",,
"",Alyssum wierzbickii Heuffel,,,
"",Brassica elongata Ehrh  subsp  elongata,,,
"",Cardamine pancicii Hayek,,,
"",Cardamine parviflora L,,,
"","DrabakorabensisKummerle&DegenexJáv",,,
"","ErysimumcheiranthoidesLsubspcheiranthoides",,,
"",Euclidium syriacum (L ) R Br,,,
"",Hesperis dinarica G  Beck,,,
"",Hesperis sylvestris Crantz,,,
"",Kernera saxatilis (L ) Sweet subsp  saxatilis,,,
"","Malcolmiaorsiniana(Ten )Tensubspserbica (Pančić) Greuter & Burdet",,,
"",Thlaspi bellidifolium Griseb,,,
Crassulaceae,Rhodiola rosea L  subsp  rosea,,,
Sedum grisebachii Boiss  & Heldr,,,,
"SedummagellenseTensubspolympicum(Boiss ) Greuter & Burdet",,,,
Sedum caespitosum (Cav ) DC,,,,
Sedum villosum L,,,,
Sempervivum kosaninii Praeger,,,,
Sempervivum zeleborii Schott,,,,
Anthyllis vulneraria L,Рањеница,****,,
"AnthyllisvulnerariaLsubspalpestris(Hegetschw ) Ascherson & Graebner",,,,
Astragalus asper Jacq,,,,
Astragalus austriacus (L ) Lam,,,,
Astragalus contortuplicatus L,,,,
Coronilla coronata L,,,,
Cytisus jankae Velen,,,,
"CytisushirsutusLsubsppolytrichus(Bieb ) Hayek",,,,
Cytisus ratisbonensis Schaeffer,,,,
Genista subcapitata Pančić,,,,
Glycirrhiza glabra L,"Слатки корен, коњеда, слацић",,,
Lathyrus binatus Pančić,,,,
Lathyrus inconspicuus L,,,,
Lathyrus pallescens (Bieb ) C  Koch,,,,
Melilotus neapolitanus Ten,,,,
"Onobrychisarenaria(Kit )DCsubsplasiostachya (Boiss ) Hayek",,,,
Onobrychis oxyodonta Boiss,,,,
Oxythropis pilosa (L ) DC,Маљави козинац,,,
Securigera elegans (Pančić) Lassen,,,,
Trifolium cherleri L,,,,
Trifolium heldreichianum Hausskn,,,,
"",,Trifolium michelianum Savi,,
"",,Trifolium ornithopodioides L,,
"",,"Trifolium phleoides Pourret ex Willd  subspphleoides",,
"",,Trifolium physodes Steven ex Bieb,,
"",,Trifolium tenuifolium Ten,,
"",,Trifolium trichopterum Pančić,,
"",,Vicia biennis L,,
"",,Vicia sparsiflora L,,
"",Grossulariaceae,Ribes alpinum L,,
"",,"RibesmultiflorumKitexRoemer&Schultes subsp  multiflorum",,
"",,Ribes uva­crispa L  subsp  uva­crispa,,
"","Rosaceae(руже)",Alchemilla sp,"Вирак, вирић, веркута",****
"",,Crataegus laevigata (Poiret) DC,"Црвени глог, глоговина, чобан-чица",****
"",,Crataegus monogyna Jacq  subsp  monogyna,"Бели глог, глог, четица",****
"",,Crataegus nigra Waldst  & Kit,,
"",,"CrataeguspentagynaWaldst&KitexWilld  subsp  pentagyna",Петостубичасти глог,****
"",,Comarum palustre L,Барски петолист,
"",,Drymocallis rupestris (L ) Soják,,
"",,Fragaria vesca L  subsp  vesca,"Шумска јагода, јагода, мамица",****
"",,Geum reptans L,,
"",,Potentilla apennina Ten  subsp  apennina,,
"",,Potentilla caulescens L  subsp  caulescens,,
"",,"PotentillachrysanthaTrevsubspamphibola (Schur) Soják",,
"",,Potentilla erecta (L ) Räuschel,"Срчењак, срчењача",****
"",,Potentilla montenegrina Pant,,
"",,Potentilla speciosa Willd  Subsp  illyrica,,
"",,Potentilla visianii Pančić,,
"",,Prunus tenella Batsch,Степски бадем,
"",,Rosa canina L,"Дивља ружа, шипак, шипурак",****
"",,Sorbus chamaemespilus (L ) Crantz,,
"",Saxifragaceae,Saxifraga aizoides L,,
"",,Saxifraga bulbifera L,,
"",,"Saxifraga carpetana Boiss  & Reuter subspgraeca (Boiss  & Heldr ) D  A  Webb",,
"",,"Saxifragafederici­augustiBiasolsubspfederici­augusti",,
"",,"Saxifragafederici­augustiBiasolsubspgrisebachii (Degen & Dörfler) D  A  Webb",,
"",,Saxifraga glabella Bertol,,
"",,"Saxifraga pedemontana All  subsp  cymosaEngler",,
"",,"SaxifragastellarisLsubspengleriPFourn",,
RUTALES,Rutaceae,Haplophyllum boissieranum Vis  & Pančić,,
SALICALES,Salicaceae,Salix aurita L,,
"",,Salix herbacea L.,,
"",,Salix pentandra L,,
"",,Salix rosmarinifolia L,Рузмаринолисна врба,
SANTALALES,Santalaceae,"Comandraelegans(RochelexReichenb )Reichenb  fil",Командра,
SPATHIFLORAE,Araceae,,,
"",,Arum orientale Bieb  subsp  orientale,,
"",,Arum petteri Schott,,
THYMELAEALES,Thymeleaceae,Daphne blagayana Freyer,,
Daphne cneorum L  subsp  cneorum,,,,
"Thymelaea passerina (L ) Cosson & Germsubsp  passerina",,,,
"CynoglossumgermanicumJacqsubspgermanicum",,,,
Halacsya sendtneri (Boiss ) Dörfler,,,,
Heliotropium supinum L,,,,
"Onosma pseudarenaria Schur subsp  fallaxBorbás",,,,
Onosma visianii G  C  Clementi,,,,
"",Pulmonaria angustifolia L,,
"",Pulmonaria officinalis L,"Плућњак, медуника",****
"",Pulmonaria rubra Schott,,
"",Symphytum officinale L  subsp  officinale,"Црни гавез, гавез, врани гавез",****
"",Symphytum ottomanum Friv,,
"Lamiaceae (Labiatae)(уснатице)",Acinos hungaricus (Simonkai) Šilić,,
"",Ajuga laxmannii (L ) Bentham,Лаксманова ивица,
"",Clinopodium pulegium (Rochel) Bräuchler,,
"","HyssopusofficinalisLsubsparistatus(Godron) Briq",,
"",Lamium album L  subsp  album,Бела мртва коприва,****
"",Leonurus cardiaca L  subsp  cardiaca,"Срдачица, коприва од срца, ср-ченица",****
"",Marrubium vulgare L,"Бели трљан, тотрљан",****
"",Micromeria croatica (Pers ) Schott,,
"",Origanum vulgare L,"Оригано, Вранилова трава, вра-ниловка",****
"",Phlomis tuberosa L,Кртоласта гостанка,
"",Salvia aethiopis L,,
"",Salvia argentea L  subsp  argentea,,
"",Salvia austriaca Jacq,Памук трава,
"",Salvia virgata Jacq,,
"",Satureja kitaibelii Wierzb,"Ртањски чај, Китаибелов чубар",****
"",Satureja montana L  subsp  montana,"Вријесак, вресина, коњски вре-сак",****
"","SaturejasubspicataBartlexVissubspsubspicata",,
"",Scutellaria albida L  subsp  albida,,
"","ScutellariaalbidaLsubspvelenovskyi(Rech  fil ) Greuter & Burdet",,
"",Scutellaria alpina L  subsp  alpina,,
"","Scutellaria orientalis L  subsp  pinnatifida JR  Edmondson",,
"",Stachys anisochila Vis  & Pančić,,
"",Stachys atherocalyx C  Koch,,
"",Stachys plumosa Griseb,,
"",Teucrium botrys L,,
"",Teucrium chamaedrys L  subsp  chamaedrys,"Подубица, дубочац, зубатац",****
"",Teucrium montanum L  subsp  montanum,"Трава ива, дубачац мали, дубчац",****
"","TeucriumscordiumLsubspscordioides(Schreber) Maire & Petitmengin",,
"",Thymus adamovicii Velen,,
"","Thymusbulgaricus(Domin&Podp )Ronniger",,
"",Thymus doerfleri Ronniger,,
"","ThymuslongicaulisCPreslsubspchaubardii (Reichenb  fil ) Jalas",,
"",Thymus serpyllum L,Мајчина душица,****
"",Thymus sibthorpii Bentham,,
"",Thymus zygioides Griseb,,
Lentibulariaceae,Pinguicula balcanica Casper,,
"",Utricularia australis R  Br,,
"",Utricularia vulgaris L,,
Orobanchaceae,Orobanche esulae Pančić,,
Orobanche pancicii G  Beck,,,
Orobanche serbica G  Beck & Petrović,,,
Euphrasia sp,Видац,****,
Limosella aquatica L,,,
Linaria alpina (L ) Miller subsp  alpina,,,
Linaria angustissima (Loisel ) Borbás,,,
Linaria chalepensis (L ) Miller,,,
Linaria peloponnesiaca Boiss  & Heldr,,,
Lindernia palustris Hartm,Љубор,1-I; 4-IV,
"Melampyrum barbatum Waldst  & Kit  exWilld  subsp  barbatum",,,
Melampyrum bihariense A  Kerner,,,
"",Melampyrum doerfleri Ronniger,,,
"",Melampyrum heracleoticum Boiss  & Orph,,,
"",Melampyrum trichocalycinum Vandas,,,
"",Odontites glutinosus (Bieb ) Bentham,,,
"",Pedicularis heterodonta Pančić,,,
"",Pedicularis hoermanniana K  Malý,,,
"","PedicularisleucodonGrisebsubspleucodon",,,
"",Pedicularis petiolaris Ten,,,
"","Rhinanthusborbasii(Dörfler)Soósubspborbasii",Борбашев шушкавац,,
"",Scrophularia aestivalis Griseb,,,
"",Scrophularia bosniaca Beck,,,
"",Scrophularia vernalis L  subsp  vernalis,,,
"",Verbascum anisophyllum Murb,,,
"",Verbascum baldaccii Degen,,,
"",Verbascum dieckianum Borbás & Degen,,,
"",Verbascum eriophorum Godron,,,
"",Verbascum nicolai Rohlena,,,
"",Veronica alpina L  subsp  alpina,,,
"",Veronica crinita Kit,,,
"",Veronica officinalis L,"Разгон, честославица",****,
"",Veronica scardica Griseb  subsp  scardica,,,
"",Veronica spuria L,,,
"",Verbenaceae,Verbena supina L,,
UMBELLIFLORAE,"Apiaceae (Umbelliferae)(штитоноше)","Athamantaturbith(L )Brotsubsphungarica (Borbás) Tutin",,
"",Carum rupestre Boiss  & Heldr,,,
"",Cervaria latifolia Andrz  ex Trautv,,,
"",Eryngium palmatum Pančić & Vis,,,
"",Ferula heuffelii Griseb  ex Heuffel,,,
"","HeracleumsphondyliumLsubspverticillatum (Pančić) Brummitt",,,
"","Holandreaschottii(BesserexDC )Reduron, Charpin & Pimenov",,,
"",Oenanthe peucedanifolia Pollich,,,
"",Pancicia serbica Vis,,,
"",Pastinaca hirsuta Pančić,,,
"",Peucedanum officinale L  subsp  officinale,,,
"",Seseli bulgaricum P  W  Ball,,,
"","Trinia ramosissima (Fischer ex Trev ) Kochsubsp  ramosissima",,,
"",Cornaceae,Cornus mas L,"Дрен, дрин, дрењина",****
URTICALES,Ulmaceae,Celtis australis L  subsp  australis,"Копривић, кошћела",
"",Urticaceae,Parietaria serbica Pančić,,
VIOLALES,Cistaceae,Fumana bonapartei Maire & Petitmengin,,
Helianthemum salicifolium (L ) Miller,,,,
"Violaceae(љубичице)",Viola elegantula Schott,,,
Viola grisebachiana Vis,,,,
Viola latisepala Wettst,,,,
Viola odorata L,"Мирисна љубичица, питома љу-бичица, чубица",****,,
Viola orphanidis Boiss,,,,
"ViolapyrenaicaRamondexDCsubsppyrenaica",,,,
хваћена је или мо же да буде захваће на про метом; Анекс II  – врста
"ко јој тренут но мо жда и не прети опа сност од из умира ња, али мо-"
же да за пре ти уко лико се промет је дин ки та кве вр сте не под вргне
строгим про писи ма и вр ста ко ја мора да бу де под вргну та ре гу ла-
ти ви како би се успоста ви ла ефи ка сна контро ла про мета јединки
по једи них вр ста из овог анекса; Анекс III  – вр ста коју би ло ко ја од
Стра на иден ти фику је као под ло жна регула тиви у окви ру њи хо ве
"ју рисдик ци је, у циљу спре чава ња или огра нича вања екс плоата ци-"
