MAMMALIA – СИСАРИ,,,,
"",,Bombina variegata,Жутотрби мукач,"1-II, Рез  6; 4-II/IV"
"","Bufonidae(краставе жабе)",Pseudepidalea viridis,Зелена крастача,1-II; 4-IV
"",,Bufo bufo,Обична крастача,
"","Hylidae(гаталинке, крекетуше)",Hyla arborea,Крекетуша,1-II; 4-IV
"","Pelobatidae(чешњаче)",Pelobates fuscus,Обична чешњарка,1-II; 4-IV
"",,Pelobates syriacus,Балканска чешњарка,1-II; 4-IV
"","Ranidae(праве жабе)",Rana dalmatina,Шумска жаба,1-II; 4-IV
"",,Rana graeca,Грчка жаба,4-IV
"",,Rana temporaria,Жаба травњача,
PISCES – РИБЕ,,,,
CEPHALASPIDOMORPHI – ПАКЛАРЕ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
PETROMYZONTIFORMES,"Petromyzontidae(пакларе, змијуљице)",Eudontomyzon danfordi,Карпатска паклара,Рез  6; 4-II
"",,Eudontomyzon mariae,Украјинска паклара,"1-III, Рез  6; 4-II"
"",,Eudontomyzon vladykovi,Дунавска паклара,"1-III, Рез  6; 4-II"
"",,Eudontomyzon stankokaramani,Дримска паклара,Рез  6; 4-II
OSTEICHTHYES – КОШЉОРИБЕ,,,,
ACTINOPTERYGII – ЗРАКОПЕРКЕ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
ACIPENSERIFORMES,"Acipenseridae(јесетровке)",Acipenser gueldenstaedtii,Руска јесетра,2-II; 3-II; 4-V
"",,Acipenser nudiventris,Сим,Рез  6 нова; 2-II; 3-II; 4-V
"",,Acipenser stellatus,Паструга,1-III; 2-II; 3-II; 4-V
"",,Acipenser sturio,Атлантска јесетра,"1-II, Рез  6; 2-I/II; 3-I; 4-II/IV"
"",,Huso huso,Моруна,1-III; 2-II; 3-II; 4-V
АNGUILLIFORMES,"Anguillidae(јегуље)",Anguilla anguilla,Jегуља,2-II; 3-II
CLUPEIFORMES,"Clupeidae(харинге)",Alosa immaculata,"Црноморски слеђ, харинга","1-III, Рез  6; 4-II/V"
"",,Alosa tanaica,Азовска харинга,4-II/V; Рез  6
CYPRINIFORMES,"Balitoridae(бркице)",Oxynoemacheilus bureschi,Вијун,
"","Cobitidae(вијуни)",Cobitis elongata,Вијуница,"1-III, Рез  6 нова; 4-II"
"",,Cobitis taenia,Вијун,"1-III, Рез  6; 4-II"
"",,Misgurnus fossilis,Чиков,"1-III, Рез  6; 4-II"
"",,Sabanejewia balcanica,"Балкански, златни вијун","1-III, Рез  6; 4-II"
"",,Sabanejewia bulgarica,Бугарски златни вијун,
"","Cyprinidae(шарани)",Alburnus chalcoides,"Буцов, пегунца","1-III, Рез  6; 4-II"
"",,Barbus cyclolepis,Источна мренка,
"",,Carassius carassius,Златни караш,
"",,Leucaspius delineatus,"Белка, белица",1-III
"",,Pachychilon pictum,Дримски шарадан,"1-III, Рез  6 нова"
"",,Pelecus cultratus,Сабљарка,"1-III, Рез  6 нова; 4-II/V"
"",,Rhodeus amarus,Гавчица,"*; 1-III, Рез  6; 4-II;"
"",,Romanogobio albipinnatus,Говедарка,"1-III, Рез  6; 4-II"
"",,Romanogobio banaticus,Банатска кркуша,
"",,Romanogobio kessleri kessleri,Кеслерова кркуша,"1-III, Рез  6 нова; 4-II"
"",,Romanogobio uranoscopus,Танкорепа кркуша,"1-III, Рез  6; 4-II"
"",,Rutilus karamani,Караманова бодорка,
"",,Telestes souffia,Светлица,"1-III, Рез  6; 4-II"
"",,Tinca tinca,Лињак,
ESOCIFORMES,"Umbridae(црнке)",Umbra krameri,Црнка,
PERCIFORMES,"Percidae(гргечи)",Gymnocephalus baloni,Балонов балавац,"1-III, Рез  6 нова; 4-II/IV"
"",,Zingel streber,Мали вретенар,1-III  Рез 6; 4-II
"",,Zingel zingel,Велики вретенар,"1-III, Рез  6; 4-V"
SALMONIFORMES,,Salmo marmoratus,Главатица,Рез  6; 4-II
SCORPENIFORMES,"Cottidae(главочи)",Cottus gobio,Пеш,Рез  6; 4-I
ARTHROPODA – ЗГЛАВКАРИ,,,,
ARACHNIDA – ПАУКОЛИКЕ ЖИВОТИЊЕ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
"ARANEAE(ПАУЦИ)",Agelenidae,Cybaeus balkanicus,,
"",,Histopona laeta,,
"",,Tegenaria campestris,,
"",,Tegenaria domestica,,
"",,Tegenaria ferruginea,,
"",,Tegenaria silvatica,,
"",Amaurobiidae,Coelotes inermis,,
"",Dictynidae,Cicurina cicur,,
"",Linyphiidae,Centromerus cavernarum,,
"",,Centromerus serbicus,,
"",,Fageilla ensigera,,
"",,Lepthyphantes leprosus,,
"",,Lepthyphantes speleorum,,
"",,Porrhomma campbelli,,
"",,Porrhomma convexum,,
"",,Porrhomma lativelum,,
"",,Harpactea complicata,,
"OPILIONES(КОСЦИ)",Nemastomatidae,Mitostoma cancellatum,,
Phalangiidae,Leiobunum rumelicum,,,
"",Odiellus serbicus,,,
"",Rilaena serbica,,,
Sironidae,Cyphophthalmus serbicus,,,
"",Cyphophthalmus klisurae,,,
"",Cyphophthalmus ere,,,
"",Cyphophthalmus noveilleri,,,
Travunioidae,Trojanella serbica,,,
Chthoniidae,Chthonius (Chthonius) bogovinae,,,
Chthonius (Chthonius) ischnocheles,,,,
Chthonius (Chthonius) iugoslavicus,,,,
Chthonius (Chthonius) latidentatus,,,,
Chthonius (Chthonius) lesnik,,,,
Chthonius (Chthonius) persimilis,,,,
Chthonius (Chthonius) stevanovici,,,,
Chthonius (Ephippiochthonius) bidentatus,,,,
Chthonius (Ephippiochthonius) kemza,,,,
"Chthonius (Ephippiochthonius)microtuberculatus",,,,
"Chthonius (Ephippiochthonius)tetrachelatus",,,,
Chthonius (Globochthonius) pancici,,,,
Chthonius (Globochthonius) polychaetus,,,,
Chthonius (Globochthonius) purgo,,,,
Tyrannochthonius psoglavi,,,,
Neobisium babinzub,,,,
Neobisium babusnicae,,,,
Neobisium carpaticum,,,,
Neobisium cephalonicum,,,,
Neobisium fusimanum,,,,
Neobisium macrodactylum,,,,
Neobisium meridieserbicum,,,,
Neobisium rajkodimitrijevici,,,,
Neobisium remyi,,,,
Neobisium stankovici,,,,
Neobisium stitkovense,,,,
Neobisium sylvaticum,,,,
"",,Neobisium tarae,,
"",,Roncus bauk,,
"",,Roncus golijae,,
"",,Roncus gruiae,,
"",,Roncus ivanjicae,,
"",,Roncus jarilo,,
"",,Roncus pannonius,,
"",,Roncus pantici,,
"",,Roncus parablothroides,,
"",,Roncus pljakici,,
"",,Roncus remesianensis,,
"",,Roncus satoi,,
"",,Roncus sotirovi,,
"",,Roncus starivlahi,,
"",,Roncus strahor,,
"",,Roncus svanteviti,,
"",,Roncus svarozici,,
"",,Roncus svetavodae,,
"",,Roncus talason,,
"",,Roncus timacensis,,
BRANCHIOPODA,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
DIPLOSTRACA,Leptestheriidae,Eoleptestheria spinosa,,
"",Limnadiidae,Imnadia banatica,,
"",,Imnadia cristata,,
"",,Imnadia pannonica,,
CHILOPODA – СТОНОГЕ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
LITHOBIOMORPHA,Lithobiidae,Lithobius lakatnicensis,,
"",,Lithobius trebinjanus,,
DIPLOPODA – СТОНОГЕ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
CALLIPODIDA,Schizopetalidae,Apfelbeckia lendenfeldi miraculosa,,
"",,Apfelbeckia subterranea,,
"",,Apfelbeckia wohlberedti,,
CHORDEUMATIDA,Anthroleucosomatidae,Belbogosoma bloweri,,
"",,Perunosoma trojanica,,
"",,Serbosoma beljanicae,,
"",,Serbosoma crucis,,
"",,Serbosoma kucajensis,,
"",,Serbosoma lazarevensis,,
"",,Serbosoma zagubicae,,
"",,Svarogosoma bozidarcurcici,,
"",Craspedosomatidae,Dyocerosoma drimicum,,
"",Haaseidae,Haasea intermedia,,
JULIDA,Julidae,Lamellotyphlus sotirovi,,
"",,Leptoiulus (Lamelloiulus) ivanjicae,,
"",,Serboiulus deelemani,,
"",,Serboiulus lucifugus,,
"",,Typhloiulus (Typhloiulus) albanicus,,
"",,Typhloiulus (Typhloiulus) nevoi,,
"",,Typhloiulus (Typhloiulus) serborum,,
POLYDESMIDA,Polydesmidae,Brachydesmus (Absurdodesmus) jalzici,,
"Brachydesmus (Brachydesmus)herzegowinensis serbicus",,,,
"Brachydesmus (Brachydesmus)herzegowinensis",,,,
Brachydesmus (Brachydesmus) troglobius,,,,
Brachydesmus (Stylobrachydesmus) avalae,,,,
Brachydesmus (Stylobrachydesmus) pancici,,,,
Polydesmus (Nomarchus) undeviginti,,,,
ENTOGNATHA,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
COLLEMBOLA,Entomobryidae,Drepanura deliblatica,,
"",Entomobrya djerdapensis,,,
"",Entomobrya pazaristei,,,
"",Heteromurus uzicenzis,,,
"",Pseudosinella ivanjicae,,,
"",Pseudosinella problematica,,,
"",Sinella pulcherrima yugoslavica,,,
"",Hypogastruridae,Bonetogastrura cavicola,,
"",Hypogastrura sigillata,,,
"",Isotomidae,Subisotoma variabilis psammophila,,
"",Tetracanthella syringae,,,
"",Neanuridae,Trojanura mirocensis,,
"",Onychiuridae,Hymenaphorura uzicensis,,
"",Onychiurus pancici,,,
"",Onychiurus ravanicae,,,
"",Onychiurus tetragrammatus serbicus,,,
"",Onychiurus trojan,,,
"",Onychiurus zloti,,,
"",Protaphorura zlatiborensis,,,
"",Sminthuridae,Arrhopalites zloti,,
"",Bourletiella albanica angelipunctata,,,
"",Bourletiella quadrangulata,,,
"",Megalothorax remyi,,,
"",Serbiella curcici,,,
DIPLURA,Campodeidae,Plusiocampa denisi,,
INSECTA – ИНСЕКТИ,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
Bothrideridae,Anommatus mixtus,,,
Anommatus serbicus,,,,
Amara (Amara) wuki,,,,
"Bembidion (Bembidionetolitzkya)rhodopense",,,,
Bembidion (Sinechostictus) kosti,,,,
Bembidion (Trepanes) maculatum serbicum,,,,
Biharotrechus reufi,,,,
Calathus (Calathus) bosnicus,,,,
Calathus (Neocalathus) albanicu,,,,
Calosoma (Microcallisthenes) pentheri,,,,
Calosoma (Microcallisthenes) relictum,,,,
"Carabus (Archicarabus) montivagusvelepiticus",,,,
"Carabus (Archicarabus) nemoralispseudomontivagus",,,,
"Carabus (Chaetocarabus) intricatusmontenegrinus",,,,
"Carabus (Chaetocarabus) intricatusstarensis",,,,
Carabus (Eucarabus) ulrichii arrogans,,,,
"Carabus (Eucarabus) ulrichiiceremosnjensis",,,,
Carabus (Eucarabus) ulrichii fabrizioi,,,,
Carabus (Eucarabus) ulrichii fastuosus,,,,
Carabus (Eucarabus) ulrichii gornjakensis,,,,
Carabus (Eucarabus) ulrichii kucajensis,,,,
Carabus (Eucarabus) ulrichii nastasi,,,,
Carabus (Eucarabus) ulrichii pernix,,,,
"Carabus (Eucarabus) ulrichiipseudoarrogans",,,,
Carabus (Eucarabus) ulrichii rhilensis,,,,
Carabus (Eucarabus) ulrichii transdiernae,,,,
Carabus (Eucarabus) ulrichii werneri,,,,
"Carabus (Megodontus) caelatussarajevoensi",,,,
"Carabus (Megodontus) croaticusbabinjensis",,
Carabus (Megodontus) croaticus bosiljcici,,
"Carabus (Megodontus) croaticuskraetschmeri",,
Carabus (Megodontus) croaticus ljubetensis,,
Carabus (Megodontus) violaceus azurescens,,
Carabus (Megodontus) violaceus krajnensis,,
"Carabus (Megodontus) violaceusmerditanus",,
Carabus (Megodontus) violaceus rilvensis,,
"Carabus (Megodontus) violaceusscombrosensis",,
Carabus (Megodontus) violaceus scordiscus,,
"Carabus (Megodontus) violaceusshardaghensis",,
"Carabus (Megodontus) violaceusshljebensis",,
Carabus (Morphocarabus kollari semetricus,,
Carabus (Morphocarabus) curtulus,,
Carabus (Morphocarabus) curtulus cerensis,,
"Carabus (Morphocarabus) curtuluskoshanini",,
Carabus (Morphocarabus) curtulus tarensis,,
Carabus (Morphocarabus) praecellens,,
"Carabus (Morphocarabus) scheidleriversicolor",,
"Carabus (Morphocarabus) scheidlerisimulator",,
"Carabus (Pachystus) hungaricusfrivaldskzanus",,"1- II, Рез  6 нова; 4-II/IV"
Carabus (Tachypus) cancellatus apfelbecki,,
Carabus (Tachypus) cancellatus balcanicus,,
Carabus (Tachypus) cancellatus hypsobius,,
"Carabus (Trachycarabus) scabriusculusbulgarus",,
Curcicia bolei,,
Deltomerus (Deltomerus) nopcsai,,
"Deltomerus (Paradeltomerus) paradoxusparadoxus",,
Dicropterus brevipennis serbicus,,
Duvalius (Biharotrechus) reufi,,
Duvalius (Duvalius) leonhardi matejkai,,
Duvalius (Duvalius) sturanyi,,
Duvalius (Neoduvalius) guidononveilleri,,
Harpalus serbicus,,
Javorella javorensis,,
Javorella suvoborensis,,
Molops (Molops) albanicus,,
Molops (Molops) alpestris,,
Molops (Molops) alpestris imitator,,
Molops (Molops) alpestris vlasuljensis,,
Molops (Molops) apfelbecki,,
Molops (Molops) curtulus cakorensis,,
Molops (Molops) osmanlis,,
Molops (Molops) piceus balcanicus,,
Molops (Molops) robustus parallelus,,
Molops (Molops) robustus robustus,,
Molops (Molops) rufipes klisuranus,,
Molops (Molops) rufipes rufipes,,
Molops (Molops) rufus,,
Molops (Molops) simplex simplex,,
"Molops (Stenochoromus) montenegrinuskoprivnikensis",,
Nebria (Alpaeus) attemsi,,
Nebria (Alpaeus) bosnica prokletiensis,,
Nebria (Alpaeus) bosnica sturanyi,,
Nebria (Alpaeus) dahlii velebitica,,
Nebria (Alpaeus) ganglbaueri ganglbaueri,,
"",Nebria (Alpaeus) speiseri,,
"",Nebria (Alpaeus) telekiana,,
"",Omphreus (Omphreus) bischoffi,,
"",Omphreus (Omphreus) gracilis,,
"",Omphreus (Omphreus) morio albanicus,,
"",Omphreus (Omphreus) morio serbicus,,
"",Omphreus (Omphreus) ovcarensis,,
"",Omphreus (Omphreus) serbooccidentalis,,
"",Paraduvalius devojensis,,
"",Paraduvalius georgevitchi,,
"",Paraduvalius stankovitchi,,
"",Paraduvalius winkleri,,
"",Pheggomisetes globiceps,,
"",Pheggomisetes ninae,,
"",Poecilus (Poecilus) rebeli,,
"","Pterosichus (Pterostichus) lumensisljubetensis",,
"",Pterostichus (Feronidius) serbicus,,
"","Pterostichus (Platypterinus) ottomanusottomanus",,
"",Pterostichus (Pterostichus) pentheri,,
"",Pterostichus (Pterostichus) reiseri,,
"",Rascioduvalius cvijici,,
"",Rascioduvalius stopicensis,,
"",Rascioduvalius zlatiborensis,,
"",Serboduvalius dragacevensis,,
"",Serboduvalius starivlahi,,
"",Synuchidius ganglbaueri,,
"","Tapinopterus (Tapinopterus) kaufmanniwinkleri",,
"","Tapinopterus (Tapinopterus) kaufmannikaufmanni",,
"","Tapinopterus (Tapinopterus) miriditamiridita",,
"",Trechus (Trechus) irenis,,
"",Trechus albanicus,,
"",Trechus babinjensis,,
"",Trechus cardioderus transdanubiensis,,
"",Trechus centralis,,
"",Trechus kobingeri,,
"",Trechus priapus medius,,
"",Trechus priapus serbicus,,
"",Trechus pulchellus koprivnicensis,,
"",Trechus pulchellus ventriosus,,
"",Trechus subnotatus ljubetensis,,
"",Zabrus (Pelor) albanicus albanicus,,
"",Zabrus (Pelor) albanicus latifianus,,
"",Zabrus (Pelor) angusticollis,,
"",Zabrus (Pelor) balcanicus rhodopensis,,
"Cerambycidae(стрижибубе)",Cerambyx cerdo,Храстова стрижибуба,"1-II, Рез  6 нова; 4-II/IV"
"",Exocentrus stierlini,,
"",Morimus funereus,Букова стрижибуба,Рез  6 нова; 4- II
"",Pedestredorcadion ljubetense,,
"",Pilemia tigrina,,Рез  6 нова; 4-II/IV
"",Rosalia alpina,Алпска стрижибуба,"1-II, Рез  6 нова; 4-II/IV"
"",Theophilea subcylindricollis,,
Cetoniidae,Osmoderma eremita,,"1-II, Рез  6 нова; 4-II/IV"
"Coccinellidae(бубамаре)",Adalia bipunctata,,
"",Anatis ocellata,,
"",Exochomus quadripustulatus,,
Cucujidae,Cucujus cinnaberinus,,"1-II, Рез  6 нова; 4-II/IV"
Argoptochus viridilimbatus,,,
Barypeithes (Exomias) noesskei,,,
Dodecastichus cirrogaster,,,
Graptus rhodopensis,,,
Graptus shardaghensis,,,
"",Graptus triguttatus balcanicus,,
"","Otiorhynchus (Cryphiphoroides)ganglbaueri",,
"",Otiorhynchus (Cryphiphoroides) mendax,,
"",Otiorhynchus (Elechranus) relictus,,
"",Otiorhynchus (Elechranus) splendidus,,
"",Otiorhynchus (Ergiferanus) kopaonicensis,,
"",Otiorhynchus (Ergiferanus) solitarius,,
"",Otiorhynchus (Ergiferanus) tanycerus,,
"",Otiorhynchus (Mesaniomus) cirrhocnemis,,
"",Otiorhynchus (Mesaniomus) prisrensis,,
"",Otiorhynchus (Otiolehus) inunctus,,
"",Otiorhynchus (Pendragon) serbicus,,
"","Otiorhynchus (Pirostovedus) bosnicusobtusidens",,
"","Otiorhynchus (Prilisvanus) albanicusalbanicus",,
"","Otiorhynchus (Prilisvanus) albanicustorosus",,
"",Otiorhynchus (Prilisvanus) cymophanus,,
"",Otiorhynchus (Prilisvanus) lumensis,,
"",Otiorhynchus (Prilisvanus) malissorum,,
"",Otiorhynchus (Provadilus) liliputanus,,
"","Otiorhynchus (Stupamacus) krueperiarmipes",,
"","Otiorhynchus (Stupamacus) macedonicusconorhynchus",,
"",Otiorhynchus (Stupamacus) shardaghensis,,
"",Phyllobius (Metaphyllobius) ganglbaueri,,
"",Plinthus (Plinthomeleus) dardanicus,,
"",Plinthus (Plinthus) setosus,,
"",Sciaphobus (Neosciaphobus) balcanicus,,
"",Sciaphobus (Neosciaphobus) scheibeli,,
"",Ubychia ellipsoidalis,,
Dynastidae,Oryctes nasicornis,Носорожац,
Dytiscidae,Graphoderus bilineatus,,"1- II, Рез  6 нова; 4-II/IV"
"",Potamonectus macedonicus,,
Leiodidae,Bathyscidius comottiorum,,
"",Bathyscidius serbicus,,
"",Kosaniniella javorensis,,
"",Magdelainella (Magdelainella) serbica,,
"",Magdelainella (Magdelainella) hussoni,,
"",Magdelainella (Magdelainella) nonveilleri,,
"",Magdelainella (Magdelainella) orientalis,,
"",Magdelainella (Derveniella) stevanovici,,
"",Magdelainella bozidarcurcici,,
"",Magdelainella hussoni,,
"",Magdelainella milojebrajkovici,,
"",Magdelainella mucanjensis,,
"",Magdelainella nikolateslai,,
"",Magdelainella winkleri,,
"",Magdelainella zivojindjordjevici,,
"",Pholeuonopsis cvijici,,
"",Pholeuonopsis (Pholeuonopsis) magdelainei,,
"",Pholeuonopsis zlatiborensis,,
"",Proleonhardella hirtella,,
"",Remyella javorensis,,
"",Remyella raskae,,
"",Serboleonhardella remyi,,
"",Remyella scaphoides borensis,,
"",Remyella scaphoides droveniki,,
"",Remyella scaphoides hussoni,,
"",Remyella scaphoides propiformis,,
"",Remyella scaphoides scaphoides,,
"Lucanidae(јеленци)",Lucanus (Lucanus) cervus,Јеленак,
Scarabaeidae,Onthophagus (Furconthophagus) furcatus,Мали балегар,
Scydmaenidae,Nanophthalmus nonveilleri,,
"",Nanophthalmus serbicus,,
"",Ablepton jugatus,,
"",Ablepton tumanense,,
"",Leptomastax mehadiensis cisdanubiensis,,
Silphidae,Necrodes littoralis,,
"",Nicrophorus germanicus,,
"Staphylinidae(краткокрилци)",Amauronyx caudatus,,
"",Bryaxis blacensis,,
"",Bryaxis beroni,,
"",Dicentrius stevanovici,,
"",Egeotyphlus (Egeotyphlus) zecevici,,
"",Lathrobium anophthalmum anophthalmum,,
"",Lathrobium anophthalmum stolense,,
"",Lathrobium bosnicum obenbergeri,,
"",Lathrobium coecum,,
"",Lathrobium cooteri,,
"",Lathrobium gracilior,,
"",Lathrobium graniticole,,
"",Lathrobium hlavaci,,
"",Lathrobium irenae,,
"",Lathrobium kopaonicanum,,
"",Lathrobium knirschi,,
"",Lathrobium matilei,,
"",Lathrobium ovcarense,,
"",Lathrobium scardicum,,
"",Leptusa jeanneli,,
"",Leptusa kosmajensis,,
"",Leptusa serbica,,
"",Ophthalmoniphetodes suvae,,
"",Protamaurops serbicus,,
Tenebrionidae,Tentyria frivaldszkii,,
Psychodidae,Mormia (Mormia) ivankae,,
Panimerus serbicus,,,
Anasimyia contracta,,,
Arctophila superbiens,,,
Chalcosyrphus piger,,,
Chalcosyrphus rufipes,,,
Chalcosyrphus valgus,,,
Chamaesyrphus escorialensis,,,
Cheilosia balkana,,,
Cheilosia alba,,,
Cheilosia griseifacies,,,
Cheilosia insignis,,,
Cheilosia melanura rubra,,,
Cheilosia schnabli,,,
Chrysotoxum lineare,,,
Epistrophella coronata,,,
Eumerus argyropus,,,
Eumerus basalis,,,
Eumerus sinuatus,,,
Eumerus tauricus,,,
Heringia larusi,,,
Lejops vittata,,,
Melanogaster curvistylus,,,
Merodon crassifemoris,,,
Merodon desuturinus,,,
Merodon haemorrhoidalis,,,
Orthonevra gemmula,,,
Orthonevra montana,,,
Pipizella zloti,,,
Psarus abdominalis,,,
Psilota nana,,,
"",Sphegina sublatifrons,,,
"",Sphiximorpha binominata,,,
"",Sphiximorpha subsessilis,,,
"",Trichopsomyia lucida,,,
"EPHEMEROPTERA(ЈЕДНОДНЕВКЕ)",Baetidae,Baetis melanonyx,,
"",Baetis pavidus,,,
"",Heptageniidae,Epeorus yougoslavicus,,
"",Palingeniidae,Palingenia longicauda,,1-II
"HYMENOPTERA(ОПНОКРИЛЦИ)",Braconidae,Neurocrassus serbicus,,
Orgilus vasici,,,,
Chalcididae,Neochalcis osmicida,,,
Encyrtidae,Amicroterys jugoslavicus,,,
"Formicidae(мрави)",Formica (Formica) rufa,Риђи шумски мрав,,
Myrmica sabuleti,,,,
Myrmica scabrinodis,,,,
Mutillidae,Myrmosa moesica,,,
Pteromalidae,Nedinotus beogradensis,,,
Halticopterella slavica,,,,
Torymidae,Megastigmus synophri,,,
"Hesperiidae(лептири - скелари)",Pyrgus sidae,Липицина хесперида,,
Pyrgus andromedae,Алпијска хесперида,,,
Spialia phlomidis,Сребрна хесперида,,,
Lycaenidae,Glaucopsyche (Iolana) iolas,Пуцавац,,
Lycaena dispar,Велики дукат,"1- II, Рез  6 нова; 4-II/IV",,
Maculinea alcon,Мали пегавац,,,
Maculinea arion,Велики пегавац,1-II; 4-IV,,
Plebeius (Aricia) anteros,Алпијски плавац,,,
Plebeius (Plebeius) argyrognomon,Блистави плавац,,,
Plebeius (Vacciniina) optilete,Боровничар,,,
Polyommatus eroides,Планински плавац,Рез  6 нова; 4-II/IV,,
Pseudophilotes bavius,Загасити плавац,Рез  6 нова; 4-II/IV,,
Pseudophilotes vicrama,Душицин плавац,,,
Satyrium acaciae,Мали репкар,,,
Satyrium w­album,Шумски репкар,,,
Thecla betulae,Брезов дукат,,,
Nymphalidae,Apatura ilia,Мали преливац,,
Apatura iris,Модри преливац,,,
Apatura metis,Панонски плавац,1-II; 4-IV,,
Argynnis (Pandoriana) pandora,Пандорина седефица,,,
Boloria (Clossiana) selene,Бисерна седефица,,,
Boloria (Clossiana) titania,Титаниа,,,
Brenthis ino,Инова седефица,,,
Coenonympha gardetta,Алпијска ценонимфа,,,
Erebia alberganus,Старопланинска еребија,,,
Erebia gorge,Загасита еребија,,,
Erebia manto,Проклетијска еребија,,,
Erebia orientalis,Самотна еребија,,,
Erebia rhodopensis,Родопска еребија,,,
Esperarge climene,Тимочки решеткар,,,
Euphydryas maturna,Жути шаренац,,,
Hipparchia (Parahipparchia) volgensis,Балканска хипархија,,,
Limenitis populi,Велики тополњак,,,
Lopinga achine,Драганин окаш,,,
Melanargia larissa,Балканска шах-табла,,,
Melitaea aurelia,Златни шаренац,,,
Melitaea diamina,Мрки шаренац,,,
Nymphalis antiopa,Краљевски плашт,,,
Nymphalis vaualbum,Мрки многобојац,Рез  6 нова; 4-II/IV,,
Nymphalis xanthomelas,Жутоноги многобојац,,,
Polygonia egea,Војишничар,,,
Satyrus ferula,Велики сатир,,,
Papilio machaon,Ластин репак,,,
Parnassius apollo,Аполон,"1-II; 3-II, 4-IV",,
Parnassius mnemosyne,Мнемозине,,,
"",,Zerynthia polyxena,Ускршњи лептир,"1- II, 4- IV"
"","Pieridae(лептири-купусари)",Colias caucasica,Кавкаски поштар,
"",,Colias myrmidone,Зановетак,Рез  6 нова; 4-II/IV
"",,Euchloe (Euchloe) ausonia,Чипкасти белац,
"",,Leptidea morsei,Фрушкогорски белац,
"",,Pieris brassicae,Велики купусар,
"NEUROPTERA(МРЕЖОКРИЛЦИ)","Myrmeleontidae(мрављи лавови)",Myrmeleon formicarius,Мрављи лав,
"",,Palpares libelluloides,Медитерански мрављи лав,
"",Ascalaphidae,Libelloides macaronius,,
"ORTHOPTERA(ПРАВОКРИЛЦИ)","Acrididae(скакавци)",Acrida ungarica ungarica,Панонски скакавац,
"",,Chorthippus oschei,,
"",,Chrysochraon dispar,,
"",,Stethophyma grossum,,
"","Bradyporidae(зрикавци)",Callimenus macrogaster,,
"",Empusidae,Empusa fasciata,Ћубаста богомољка,
"","Myrmecophilidae(попци мравољупци)",Myrmecophilus nonveilleri,,
"","Phaneropteridae(зрикавци)Pyrgomorphidae(скакавци)",Andreiniimon nuptialis,,
"",,Poecilimon ornatus,,
"",,Pyrgomorphella serbica,Панчићев скакавац,
"","Rhaphidophoridae(пећински зрикавци)",Troglophilus serbicus,,
"",,Troglophilus brevicauda,,
"","Tettigonidae(зрикавци)",Gampsocleis abbreviata,,
"",,Gampsocleis glabra,,
"",,Onconotus servillei,,
"",,Pholidoptera aptera aptera,,
"",,Pholidoptera transsylvanica,,4-II/IV
"",,Platycleis (Montana) montana milae,,
"",,Platycleis (Tessellana) veyseli,,
"",,Saga pedo,Грабљива кобилица,1-II; 4-IV
"",,Tettigonia cantans,,
PLECOPTERA,Nemouridae,Nemoura cambrica,,
"",,Protonemura lateralis,,
"",,Protonemura meyeri,,
"",,Protonemura praecox,,
"",Perlidae,Dinocras megacephala,,
"",,Marthamea vitripennis,,
"",Taeniopterygidae,Taeniopteryx hubaulti,,
"",,Taeniopteryx nebulosa,,
TRICHOPTERA,Beraeidae,Beraeodes minutus,,
"",Goeridae,Lithax niger,,
"",Helicopsychidae,Helicopsyche bacescui,,
"",Limnephilidae,Allogamus auricollis,,
"",,Drusus discolor,,
"",,Drusus serbicus,,
"",Rhyacophilidae,Rhyacophila obtusa,,
"",Uenoidae,Thremma anomalum,,
MALACOSTRACA,,,,
РЕД,ПОРОДИЦА,"ВРСТАНаучни назив","ВРСТАСрпски назив",НАПОМЕНА
AMPHIPODA,Bogidiellidae,Bogidiella skopljensis,,
"",Niphargidae,Niphargus adbiptus,,
"",,Niphargus deelemanae,,
"",,Niphargus hrabei,,
"",,Niphargus stygius remyi,,
"",,Niphargus tauri kragujevensis,,
"",,Niphargus valachicus,,
DECAPODA,Astacidae,Astacus astacus,,4- V
"",Austropotamobius torrentium,,Рез  6 нова; 4- V,
Asellidae,Proasellus anophthalmus serbicus,,,
"",Proasellus slavus serbiae,,,
"",Proasellus slavus zeii,,,
Cirolanidae,Sphaeromides serbica,,,
Microcharon profundalis beranensis,,,,
"",,Microcharon profundalis kosovensis,,
"",,Microcharon profundalis profundalis,,
